"用户id","年龄","性别","门店id","评分","人均价格","是否点击"
"101","23","M","182","2","88","1"
"101","52","M","135","4","197","1"
"101","73","M","460","4","135","1"
"102","53","F","426","2","54","1"
"102","33","M","228","1","180","0"
"102","11","F","183","0","89","0"
"102","63","M","211","4","54","0"
"102","26","F","459","3","230","1"
"102","35","M","146","0","131","1"
"104","52","F","462","3","148","1"
"104","70","F","370","3","178","1"
"104","57","F","486","2","97","1"
"104","16","F","171","1","145","0"
"104","70","F","258","1","200","0"
"104","76","M","170","4","91","0"
"104","59","F","163","1","93","1"
"106","46","F","325","4","233","1"
"106","49","F","463","1","200","0"
"106","13","F","401","1","69","0"
"106","18","M","204","0","157","1"
"106","12","M","336","4","238","1"
"106","68","M","159","1","97","0"
"106","48","M","410","4","94","1"
"106","25","M","288","4","149","1"
"106","46","M","236","2","145","0"
"106","21","M","476","1","164","1"
"106","52","M","488","3","76","0"
"106","67","M","334","4","113","0"
"106","51","F","215","2","106","1"
"107","46","M","166","2","202","1"
"107","65","M","372","0","92","1"
"107","34","M","480","3","227","0"
"107","74","F","431","0","139","0"
"107","28","M","144","4","124","0"
"107","48","F","228","3","141","1"
"107","48","M","254","3","136","1"
"108","27","F","385","4","54","1"
"108","48","M","143","2","189","0"
"108","61","F","492","3","93","0"
"108","54","F","109","3","133","0"
"108","14","M","365","4","63","0"
"108","38","F","137","1","95","1"
"108","69","M","439","4","162","1"
"108","38","F","334","4","194","0"
"109","22","M","480","4","68","0"
"109","25","F","369","4","127","0"
"109","63","F","453","0","169","1"
"109","17","M","216","2","99","0"
"109","23","M","308","1","58","0"
"109","71","M","308","2","149","0"
"109","58","M","393","3","75","0"
"109","43","M","409","4","175","0"
"109","15","M","306","2","243","0"
"109","59","F","404","2","60","1"
"109","75","M","199","0","236","1"
"109","73","M","265","1","230","0"
"109","45","F","327","3","130","1"
"109","72","M","375","2","114","1"
"110","17","M","347","2","190","1"
"110","64","F","217","4","196","1"
"110","74","F","165","4","207","0"
"110","28","F","454","3","84","1"
"110","44","M","344","4","163","1"
"110","36","F","280","4","156","0"
"110","41","F","144","3","206","1"
"110","79","M","407","4","225","1"
"110","76","M","121","4","177","1"
"110","40","F","270","0","243","1"
"110","38","M","319","3","67","1"
"112","53","F","177","0","105","0"
"112","59","M","179","2","151","0"
"112","13","M","211","1","234","0"
"112","72","F","143","3","89","0"
"112","71","F","259","4","249","1"
"112","58","M","242","2","164","1"
"112","73","M","179","3","95","0"
"112","76","M","171","1","152","1"
"112","69","M","373","0","206","0"
"112","37","F","151","1","55","1"
"112","23","F","453","1","104","1"
"112","11","M","135","1","158","0"
"112","53","M","160","2","99","1"
"112","53","F","305","3","129","1"
"112","65","F","178","4","61","1"
"112","69","M","237","4","181","1"
"112","44","F","269","1","97","0"
"112","59","F","208","1","175","0"
"115","50","F","277","0","249","0"
"115","78","F","474","0","219","1"
"115","34","M","355","4","218","0"
"115","17","M","308","2","229","0"
"115","21","F","129","2","244","0"
"115","15","M","316","1","191","0"
"115","31","F","452","1","97","0"
"115","34","F","317","3","197","1"
"115","28","M","117","1","231","0"
"115","12","M","226","3","247","1"
"115","25","F","482","0","217","0"
"115","72","F","126","2","238","1"
"117","45","M","444","0","133","0"
"117","36","M","148","0","143","0"
"117","46","F","355","3","248","1"
"117","41","F","387","1","176","1"
"117","66","F","166","1","66","0"
"117","61","F","264","2","181","1"
"117","42","F","342","0","208","1"
"117","23","F","156","2","189","0"
"117","29","M","164","1","59","0"
"118","50","F","245","1","185","0"
"118","59","F","460","3","153","0"
"118","27","M","113","1","98","1"
"118","46","F","483","0","218","1"
"118","16","F","307","2","225","0"
"118","12","F","104","0","94","0"
"122","62","M","263","2","75","1"
"122","43","F","235","1","203","0"
"122","58","F","239","4","185","1"
"122","71","M","227","4","195","1"
"122","28","M","303","2","244","0"
"122","62","F","145","3","88","1"
"122","46","M","359","2","151","0"
"123","54","M","321","0","247","1"
"123","22","M","187","4","173","1"
"123","11","F","283","3","148","1"
"123","65","M","398","1","93","0"
"123","64","M","164","3","244","0"
"123","23","F","461","0","214","0"
"123","79","F","204","1","80","0"
"123","39","F","139","0","81","0"
"123","57","M","428","2","192","0"
"123","24","F","410","2","249","1"
"123","39","F","171","3","120","0"
"123","69","F","326","4","112","0"
"123","71","M","473","0","190","1"
"123","33","F","123","3","94","0"
"124","24","M","473","2","73","1"
"124","78","M","328","1","96","0"
"124","53","M","357","1","126","1"
"124","35","F","436","3","168","1"
"124","67","M","164","2","201","0"
"124","48","F","283","2","106","0"
"124","30","F","262","1","173","0"
"124","37","F","203","1","229","1"
"124","60","M","482","2","83","0"
"124","35","M","444","3","175","0"
"124","79","F","463","1","58","1"
"125","75","M","124","2","107","1"
"125","60","F","291","1","61","1"
"125","50","M","253","1","242","1"
"125","39","M","262","2","54","0"
"125","22","F","345","0","111","0"
"125","22","F","468","3","63","0"
"125","34","M","486","0","92","1"
"125","55","M","185","1","239","0"
"125","61","M","467","4","248","0"
"126","45","F","473","3","178","1"
"126","22","M","401","4","158","1"
"126","43","M","168","4","177","0"
"126","71","F","220","4","194","1"
"126","33","M","193","1","67","0"
"126","35","F","398","1","192","0"
"126","78","F","271","3","226","1"
"126","24","M","233","1","85","0"
"126","68","F","312","0","122","1"
"126","24","M","279","1","135","1"
"126","76","M","288","1","128","0"
"126","77","F","191","1","83","1"
"126","62","M","235","1","227","1"
"126","25","F","468","0","60","1"
"126","47","F","272","3","80","0"
"126","42","F","103","4","57","0"
"127","72","M","168","3","152","1"
"127","26","F","192","4","128","1"
"127","28","M","189","4","125","1"
"127","42","F","197","3","94","0"
"127","55","F","328","1","104","0"
"127","53","F","275","4","204","1"
"127","38","M","446","4","99","1"
"127","67","F","331","3","223","0"
"127","21","F","288","2","240","0"
"127","13","M","274","4","157","1"
"127","61","F","161","3","231","0"
"127","42","F","377","1","188","0"
"129","52","F","408","1","172","0"
"129","38","M","124","0","157","1"
"129","64","M","327","3","213","1"
"129","24","F","121","4","236","1"
"129","66","F","377","0","98","0"
"129","48","F","160","0","118","0"
"130","51","M","415","4","245","0"
"130","63","M","405","0","148","1"
"130","16","F","440","0","235","1"
"130","11","M","386","1","128","0"
"130","30","F","172","2","90","1"
"130","63","M","281","1","62","0"
"130","26","F","210","3","94","1"
"130","65","F","482","1","211","1"
"130","20","M","497","3","177","0"
"130","21","M","194","2","228","0"
"130","57","M","160","0","171","1"
"130","70","M","460","3","222","0"
"131","33","M","490","2","106","1"
"131","72","F","319","4","140","1"
"131","36","F","376","4","137","1"
"131","18","F","381","2","182","0"
"131","22","M","195","1","166","1"
"131","42","M","363","4","151","0"
"131","65","F","329","2","212","0"
"131","69","M","326","0","236","1"
"131","50","F","406","0","149","1"
"131","72","F","363","0","243","0"
"131","44","M","455","0","230","1"
"131","32","F","374","3","62","0"
"131","41","M","198","2","89","0"
"131","21","F","120","0","71","1"
"131","42","M","279","0","233","1"
"131","79","M","259","2","54","0"
"132","36","M","397","0","228","1"
"132","53","M","326","4","204","0"
"132","10","M","322","2","70","0"
"132","57","M","424","3","152","1"
"132","56","F","355","0","155","0"
"132","76","F","492","4","81","0"
"132","36","F","469","0","244","1"
"132","64","M","142","2","101","1"
"132","13","F","150","4","206","1"
"132","52","F","261","0","192","0"
"132","53","M","242","1","144","0"
"132","17","M","473","0","141","1"
"132","45","M","238","4","141","1"
"134","56","M","402","3","125","0"
"134","78","M","247","4","102","0"
"134","24","F","468","3","115","0"
"134","24","F","389","0","168","0"
"134","38","F","319","2","70","1"
"134","59","M","362","1","209","0"
"134","60","M","435","4","145","1"
"134","38","M","445","4","67","0"
"134","74","F","454","4","221","1"
"134","46","M","146","4","212","0"
"134","58","F","247","1","195","0"
"134","46","F","458","4","171","0"
"134","79","F","307","1","169","1"
"134","46","M","390","4","125","0"
"135","29","M","232","0","200","0"
"135","14","M","452","1","193","0"
"135","61","F","330","3","203","1"
"135","66","F","478","0","122","1"
"135","23","M","183","1","155","0"
"135","25","F","170","3","186","1"
"135","37","M","234","2","133","1"
"135","60","M","393","0","67","1"
"135","67","M","316","1","144","0"
"135","60","F","201","3","152","0"
"135","78","F","449","2","117","0"
"135","16","M","467","0","108","0"
"135","46","M","478","0","99","1"
"135","70","F","323","0","97","0"
"135","33","M","420","0","112","0"
"135","55","F","453","3","245","1"
"139","66","M","292","1","76","0"
"139","15","M","498","1","153","0"
"139","15","F","218","1","186","0"
"139","78","F","144","3","87","1"
"139","68","M","408","3","69","0"
"139","79","M","232","0","206","0"
"139","10","M","278","0","218","1"
"139","70","M","285","1","157","1"
"139","52","M","211","2","236","1"
"139","11","M","190","0","136","1"
"139","77","F","386","2","76","0"
"139","41","F","204","4","132","1"
"139","65","F","274","3","245","1"
"139","69","M","357","3","131","0"
"139","24","F","297","0","183","1"
"139","22","M","386","3","240","0"
"140","51","M","322","2","183","1"
"140","56","F","486","1","114","0"
"140","25","M","389","4","213","1"
"140","15","M","221","3","220","1"
"140","77","F","215","4","80","0"
"140","58","F","197","4","161","0"
"140","65","F","298","2","233","0"
"140","45","F","277","4","230","0"
"140","17","M","428","4","131","1"
"140","24","M","226","4","119","1"
"140","19","M","250","3","219","0"
"140","32","F","441","2","133","0"
"140","40","M","479","0","246","0"
"140","31","F","326","2","238","0"
"140","62","F","363","1","81","0"
"140","18","F","433","3","231","0"
"140","54","F","286","4","177","0"
"140","76","M","312","3","97","1"
"140","27","F","292","4","166","1"
"141","61","M","443","1","115","1"
"141","11","F","194","4","249","0"
"141","11","F","488","3","112","0"
"141","23","M","118","2","229","1"
"141","78","M","262","2","55","0"
"141","32","M","287","1","148","1"
"141","29","M","145","0","194","0"
"141","57","F","170","2","167","1"
"141","25","M","498","3","199","1"
"141","59","M","288","1","54","0"
"142","63","M","234","4","127","0"
"142","61","F","304","0","56","0"
"142","50","F","304","0","211","1"
"142","46","M","431","1","112","1"
"142","36","F","136","3","57","0"
"142","64","F","219","4","161","0"
"142","13","F","413","2","227","1"
"142","27","F","472","1","121","0"
"142","38","F","179","3","150","0"
"143","39","F","318","3","198","1"
"143","25","M","461","1","130","1"
"143","14","M","275","2","165","0"
"143","54","F","473","3","213","1"
"143","79","F","429","0","225","1"
"143","12","F","451","4","163","0"
"143","64","M","329","4","178","1"
"143","61","M","400","4","66","0"
"143","12","M","132","0","247","0"
"143","12","M","344","3","196","1"
"143","50","M","279","2","99","1"
"144","18","M","427","2","103","0"
"144","70","F","386","4","55","0"
"144","43","F","279","2","70","0"
"144","18","F","330","4","196","0"
"144","58","M","238","4","89","1"
"144","27","F","470","1","209","0"
"144","56","F","215","4","93","1"
"144","50","F","494","3","101","1"
"144","57","F","322","4","156","1"
"144","67","F","393","2","99","0"
"146","68","F","193","2","122","1"
"146","61","M","246","3","202","0"
"146","67","F","420","2","68","1"
"146","25","M","411","3","112","0"
"146","73","M","436","4","162","1"
"146","61","F","141","3","239","0"
"146","76","F","270","4","249","0"
"146","54","F","499","4","178","1"
"146","36","M","440","1","51","0"
"146","10","F","139","4","226","0"
"146","40","M","483","0","78","0"
"146","59","M","107","2","136","1"
"146","21","F","239","4","163","0"
"146","24","F","293","2","57","1"
"146","76","M","158","2","133","0"
"146","30","M","185","4","169","0"
"146","45","M","192","0","180","0"
"146","13","M","133","0","59","0"
"146","49","M","366","1","66","1"
"148","65","M","371","4","70","0"
"148","61","F","276","0","143","0"
"148","38","F","404","4","244","0"
"148","54","M","257","3","122","0"
"148","56","F","417","2","151","0"
"148","40","M","142","0","59","1"
"148","56","M","467","3","224","1"
"148","17","M","386","3","183","0"
"148","12","M","357","2","236","1"
"148","19","M","193","4","210","0"
"148","69","F","111","2","169","0"
"148","24","M","138","3","131","1"
"148","57","F","349","0","84","0"
"148","36","F","333","4","249","0"
"148","20","F","414","4","245","0"
"148","55","F","186","3","247","1"
"149","61","M","418","3","52","1"
"149","62","M","498","3","82","1"
"149","74","F","240","3","247","0"
"149","69","M","103","4","134","1"
"149","37","M","337","4","54","1"
"149","49","F","278","4","79","1"
"149","66","F","390","1","111","1"
"149","47","M","346","2","67","1"
"149","64","F","325","1","57","1"
"149","32","F","272","0","173","1"
"149","24","M","319","4","220","1"
"150","28","M","410","3","203","1"
"150","46","M","417","4","120","1"
"150","41","F","119","3","242","1"
"150","27","M","309","4","69","1"
"150","13","M","359","3","168","0"
"150","78","F","306","2","243","1"
"150","31","F","304","2","140","0"
"150","29","M","482","1","184","0"
"150","78","M","468","2","171","1"
"151","67","F","397","3","226","1"
"151","50","F","393","1","103","1"
"151","52","M","232","4","147","0"
"151","39","M","457","2","245","1"
"151","77","F","267","4","201","0"
"151","75","M","255","4","90","1"
"151","21","F","130","1","103","0"
"151","54","F","378","3","114","0"
"151","33","F","125","0","246","0"
"151","73","M","188","2","215","0"
"151","43","F","196","1","99","0"
"151","63","M","142","1","114","1"
"151","11","F","437","3","79","0"
"151","74","M","180","2","181","0"
"152","28","F","326","1","53","0"
"152","12","M","500","4","101","0"
"152","10","F","450","3","119","1"
"152","68","M","496","4","148","0"
"152","53","F","293","4","100","0"
"152","43","M","422","2","154","1"
"152","36","F","469","3","231","1"
"152","72","M","394","4","92","0"
"152","35","F","487","3","129","0"
"152","60","F","269","2","244","0"
"152","38","M","326","0","122","1"
"153","11","F","118","3","98","0"
"153","19","M","230","3","124","1"
"153","22","F","172","3","193","0"
"153","13","M","134","4","97","1"
"153","61","F","455","4","87","1"
"153","32","M","439","4","108","0"
"153","42","F","218","1","112","1"
"154","44","M","298","2","86","0"
"154","17","M","323","2","78","1"
"154","28","F","262","3","151","1"
"154","51","M","240","0","182","1"
"154","73","M","401","0","61","0"
"154","12","M","127","1","74","1"
"154","27","M","414","1","241","1"
"154","13","M","500","0","245","0"
"155","50","M","225","0","173","0"
"155","53","F","240","4","97","0"
"155","59","F","438","4","192","0"
"155","45","F","329","1","186","0"
"155","33","F","361","0","237","0"
"155","19","F","454","3","161","0"
"155","58","M","408","0","124","1"
"155","75","F","414","0","193","1"
"155","18","F","484","0","234","0"
"155","39","F","296","1","109","0"
"155","16","F","429","4","133","1"
"155","65","F","362","4","127","1"
"157","71","F","386","0","141","0"
"157","30","F","421","2","108","0"
"157","79","M","208","3","53","1"
"157","76","F","170","0","171","0"
"157","19","M","287","3","130","0"
"157","73","M","392","3","231","0"
